,Unnamed: 0,sentence,classification,Model
73,73,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 172434485 2968968094 1671770604 2976816164 3914061263 2968968094 1910766508 3217380708 1842898132 3217380708 2238101436 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 2246728737 1861965050 2246728737 1861965050 847957139 1083852209,1,Train
74,74,864674487 2810421479 2245277810 135980867 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2246699815 1399127774 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 1796784588 864942730 1510328189 848128881 4105069056 2245273601 486099496 2245384272 1583799011 2245384272 1167322652 2246699815 3328145258 864942730 1510328189 847957139 2591432844 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2637439965 2246699815 1796784588 864942730 1510328189 848128881 4105069056 2245273601 486099496 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 3614376044 864942730 1510328189 2092489639 443932914 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 2976033787 2211527187 2246699815 892756502 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2246728737 3818546315 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3818546315,1,Train
75,75,2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 1739309282 2245384272 3599139274 3217380708 4121755354 3218693969 994485099 3217380708 4089138501 2245384272 74537039 2245273601 1736287034 864662311 1542633699 2245277810 68671624 882399112 485463469 882399112 485463469 882399112 485463469 3217380708 4160330003 847957139 1083852209 3217380708 1857396528 882399112 3337745083 3218693969 994485099 2976033787 675765711 864662311 266675433 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2302361865,1,Train
76,76,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 3477514648 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 2976816164 3411433865 882399112 4039837947 882399112 4039837947 847957139 1083852209 2245384272 2095775721 882399112 484537559,1,Train
77,77,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 2436343001 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 1257718710 2968968094 2119439498 847957139 1083852209 2246728737 1861965050,1,Train
78,78,1026928756 229197718 2245384272 4120224926 2245384272 1583799011 2245273601 4223976160 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4223976160 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 2592252298,1,Train
79,79,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 3503203103 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 1257718710 2968968094 2119439498 847957139 1083852209 2245273601 4049189693 882399112 485458970 882399112 485458970,1,Train
80,80,864942730 10565946 3217380708 3974650111 2092489639 211903143 2968968094 2803848648 2968968094 2119439498 2976816164 2527557470 2143075994 182840429 2968968094 1412710081 2968968094 2142032900 2968968094 2119439498 2245384272 3336755162 2245384272 1173125914 2246728737 3542456614 2245273601 826682052 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3537119515,1,Train
81,81,2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 1739309282 2245384272 3599139274 3217380708 4121755354 3218693969 994485099 3217380708 3983062349 3217380708 2720313463 2132511834 2297887526 3218693969 2752034647 3217380708 4089138501 2245384272 74537039 2245273601 2641323993 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070 2976033787 675765711 864662311 266675433 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2302361865,1,Train
82,82,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2637439965 2246699815 1796784588 864942730 1510328189 848128881 4105069056 2245273601 486099496 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 3614376044 864942730 1510328189 2092489639 443932914 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 2976033787 2211527187 2246699815 892756502 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2246728737 3818546315 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1,Train
83,83,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 3217380708 2154975788 3218693969 994485099 3217380708 2473389857 2092489639 4210054575 2041434490 2434373675 3218693969 3776905034 3218693969 98513984 3218693969 571978829 3218693969 951226070 3218693969 98513984 3218693969 951226070,1,Train
84,84,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 1243995854 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 847957139 1083852209,1,Train
85,85,3351556771 1880637161 3218693969 54936104 3217380708 2154975788 3218693969 951226070 3218693969 203749390 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895,1,Train
86,86,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 3411158823 864662311 1542633699 2976033787 487465637 2114006677 2793754654 2976816164 3060384380 2092489639 313730219 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2246728737 1861965050 2246728737 1861965050 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2246728737 3835273908,1,Train
87,87,864942730 1510328189 2246699815 3328145258 847957139 2591432844 2245384272 1167322652 2245384272 1583799011 2245273601 486099496 848128881 4105069056 2246699815 1796784588 864942730 1510328189 2245273601 4066851934 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2579634572 864662311 1542633699 2246728737 3537119515 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246728737 3818546315 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2637439965 2246699815 1796784588 864942730 1510328189 848128881 4105069056 2245273601 486099496 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246699815 2661865929 864942730 1510328189 864942795 1510323402 2246728737 3818546315 2246728737 3537119515 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077,1,Train
88,88,864942730 1510328189 2246699815 3315826729 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 1167322652 2245384272 3624155 3217380708 4089138501 3218693969 994485099 3217380708 2360741695 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3124581743 2246728737 422715066,1,Train
89,89,882399112 485463469 2245277810 1312131881 882399112 485463469 882399112 485463469 3217380708 3933537673 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3957580956 847690172 314526925 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 3796841743 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 3217380708 2370996728 864942730 10565946 2092489639 934550081 3218693969 572760528 2976033787 2463614838 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1,Train
90,90,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 3393432519 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 1785683843 2976033787 3143838675 882399112 4041152544 847957139 1083852209 2245384272 2095775721 882399112 484537559,1,Train
91,91,882399112 4039837947 2976816164 3402570011 882399112 4039837947 2968968094 2810604122 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3393501767 2976816164 2800285969 2130998634 1710622492 3217380708 3320534880 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 3994179159 864674487 2222621677 2246728737 3975275337 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1,Train
92,92,3189457552 3203709451 2968968094 1785683843 2976033787 298374928 2132511834 3510196525 3217380708 606428793 864942730 10565946 3217380708 2353112200 3218693969 994485099 3217380708 3207567135 3218693969 994485099 3217380708 970433791 3218693969 994485099 2976033787 4011980503 864662311 266675433 2114006677 2796635121 2976033787 1663292357 2968968094 1823304278 3218693969 2070178920 3218693969 2070178920 2968968094 4255906034 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 422715066 2245273601 3081284555 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515,1,Train
93,93,2130998634 1710622492 2976816164 3515478323 2041434490 631553871 3217380708 2082340947 2246728737 422715066 3217380708 926483414 847957139 1083852209 2976033787 2975316496 2968968094 2117068077 2968968094 2117068077 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552,1,Train
94,94,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 1243995854 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 572760528 2092489639 2530048747 2041434490 2434373675 3218693969 3777168895 2245384272 2251845666 2246728737 3542456614 847957139 1083852209,1,Train
95,95,3189457552 2950679810 3217380708 368531313 3217380708 2238101436 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158 2976816164 172434485 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2968968094 1671770604 2976816164 2624895325 2246728737 1861965050 2246728737 1861965050,1,Train
96,96,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3957580956 847690172 314526925 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2309124039 3217380708 3983062349 3217380708 3820826669 2092489639 1389140885 3218693969 572760528 2246699815 1805166875 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1,Train
97,97,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 2246699815 1054767590 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2238101436 2976816164 588426659 2130998634 1710622492 3217380708 3104121205 847957139 1083852209 2976033787 1721149895 2976033787 2974534217 2968968094 516041383 2968968094 517457164 2246728737 1861965050 3217380708 1857396528 882399112 3337745083 3218693969 951226070 3218693969 951226070,1,Train
98,98,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 4151858217 2968968094 2117068077 2968968094 2117068077 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 3341916169 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3835273908,1,Train
99,99,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 1135286194 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,1,Train
100,100,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2459741777 3217380708 3162837314 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 3218693969 951226070 3218693969 951226070,1,Train
101,101,999334238 752555679 864942730 2228063684 864942730 2228063684 2245273601 2909339439 2245384272 1583799011 2245384272 1173125914 2246728737 3542456614 2245384272 1583799011 2245384272 1173125914 2246728737 3542456614 2245384272 1790237092 2245273601 4223976160 847961216 1362518133 2246699815 1399127774 864674487 2222715027 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
102,102,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3207567135 3218693969 994485099 2246728737 422715066 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1489640315 2968968094 1412710081 2143075994 192851103 2968968094 1471352294 2245384272 2297583734 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
103,103,999334238 4068239769 864942730 2228063684 864942730 2228063684 847961216 1603623823 2976033787 623728226 2968968094 517457164 2976033787 2110118862 2968968094 517457164 2976033787 2110118862 2968968094 517457164 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1506993418 2246699815 3315826729 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 2637439965 2246699815 1796784588 864942730 1510328189 848128881 4105069056 2245273601 486099496 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246699815 3614376044 864942730 1510328189 2092489639 443932914 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 2976033787 2211527187 2246699815 892756502 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2246728737 3818546315 2246728737 3537119515 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246699815 2806018737 864942730 1510328189 847961216 1362518133 2245273601 1655430306 2246728737 3537119515 2976033787 410310586 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3835273908,0,Train
104,104,2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 1739309282 2245384272 3599139274 3217380708 4121755354 3218693969 994485099 3217380708 1857396528 882399112 3337745083 3217380708 2851977513 2132511834 831463242 2968968094 458873279 2976816164 4179541127 2968968094 2119439498 2968968094 2119439498 2976816164 3402570011 882399112 4039837947 882399112 4039837947 2968968094 2119439498 2968968094 2119439498 3217380708 2238101436 3218693969 994485099 2976033787 675765711 864662311 266675433 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2302361865,0,Train
105,105,864942730 1510328189 2246699815 3177362943 2092489639 443932914 2968968094 2803848648 2968968094 2117068077 2976033787 3482873808 2968968094 517457164 2976033787 2617658656 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976033787 2086410360 2968968094 1498892946 2114006677 2224578236 2968968094 1497586409 2976816164 2618049074 2968968094 2119439498 2968968094 2142032900 2968968094 1276993226 3217380708 1842898132 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
106,106,2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 1739309282 2245384272 3599139274 3217380708 4121755354 3218693969 994485099 3217380708 4089138501 2245384272 3599139274 2976033787 2559675920 2092489639 264974063 2245384272 2257970297 2245384272 1173125914 2246728737 3542456614 3217380708 1469940320 3189457552 1078211001 2968968094 1785683843 864942730 10565946 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 2976033787 675765711 864662311 266675433 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515 2968968094 2302361865,0,Train
107,107,3351556771 1047677647 2968968094 1689898788 2976033787 945676240 847961216 1693331843 2246699815 1399127774 864674487 2810421479 2245277810 135980867 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 864942730 1510328189 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 1259710714 2246728737 1858577693 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 298374928 2968968094 1689898788 3351556771 1047677647 2968968094 3991020861 3218693969 2070178920 3218693969 2070178920 2968968094 3991020861 2245273601 3081284555 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515,0,Train
108,108,864674487 2076190208 2246728737 3975275337 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2976816164 1794537642 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2976816164 4149704519 2968968094 516041383 2976033787 2999514534 2968968094 517457164 2976033787 2999514534 2968968094 516041383 2968968094 517457164 2976033787 2999514534 2968968094 516041383 2968968094 517457164,0,Train
109,109,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 158799869 2130998634 1710622492 3217380708 808533707 847961216 2341585586 2245273601 3156812067 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 571945592 2132511834 2296565457 3217380708 328936174 864942730 10565946 3217380708 3983062349 3217380708 3182824521 2041434490 1101907775 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0,Train
