,sentence,classification
687,2041434490 1100037548 3217380708 2822340138 3351556771 1792562719 3218693969 203749390 3218693969 3776905034 2245384272 3624155 2245384272 787341104 847957139 2592785365,1.0
688,3351556771 1792562719 3217380708 2822340138 2041434490 1100037548 3218693969 3776905034 3218693969 203749390 2245384272 3624155 2245384272 787341104 847957139 2592785365,1.0
689,2246728737 3542456614 2245384272 1506563592 2245273601 3156812067 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2308348490 3217380708 3120642300 3217380708 36538691 2041434490 1101907775 3217380708 3182824521 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 422715066 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
690,3217380708 3983062349 3217380708 3182824521 2041434490 1101907775 3217380708 36538691 3217380708 3120642300 3217380708 2308348490 2246699815 1054767590 847961216 1362518133 2245273601 3156812067 2245384272 1506563592 2246728737 3542456614 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 2246728737 422715066 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
691,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 36538691 3217380708 3025629386 3217380708 2308348490 2246699815 1054767590 847961216 1362518133 2245273601 3156812067 2245384272 1506563592 2246728737 3542456614 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 3217380708 3983062349 3218693969 951226070 864662311 26234434 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
692,3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 2308348490 2246699815 1054767590 847961216 1362518133 2245273601 3156812067 2245384272 1506563592 2246728737 3542456614 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 3217380708 1136130381 3217380708 36538691 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 98513984 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315,1.0
693,3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 2308348490 2246699815 1054767590 847961216 1362518133 2245273601 3156812067 2245384272 1506563592 2246728737 3542456614 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 3217380708 1136130381 3217380708 36538691 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 98513984 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864674487 2115476908 2245384272 3995043796 2246699815 4278941385 864662311 1533864325 864942730 1510328189,0.0
694,3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 2308348490 2246699815 1054767590 847961216 1362518133 2245273601 3156812067 2245384272 1506563592 2246728737 3542456614 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 3217380708 1136130381 3217380708 36538691 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 98513984 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1167322652 2246699815 4278941385 864662311 1533864325 864942730 1510328189,0.0
695,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 2238101436 2976816164 3768351630 2092489639 190406487 2968968094 2513428378 3217380708 2510215966 864942730 10565946 2092489639 3346582092 2245384272 2257970297 2245384272 4023654873 864662311 1535166686 2968968094 2803848648 2968968094 1257718710 3189457552 3195927545 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0
696,3218693969 994485099 3217380708 2646219661 3612926680 3632350815 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 2238101436 2976816164 3768351630 2092489639 190406487 2968968094 2803848648 2968968094 1257718710 3189457552 3195927545 2968968094 2513428378 3217380708 3234104871 864942730 10565946 2132511834 2296493092 3217380708 2238101436 3217380708 1857396528 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 882399112 3337745083,1.0
697,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 2238101436 2976816164 3768351630 2092489639 3928989804 2976033787 2185212638 2246728737 1858577693 2968968094 1785683843 3189457552 3195927545 2968968094 2513428378 3217380708 3234104871 864942730 10565946 2132511834 2296493092 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345,1.0
698,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 2850656190 3217380708 2238101436 2976816164 3768351630 3189457552 3195927545 2968968094 1257718710 2968968094 2803848648 2092489639 190406487 2968968094 2513428378 3217380708 3234104871 864942730 10565946 2132511834 2296493092 3217380708 2238101436 3217380708 2424973678 1016841875 3452535345 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
699,2976816164 3768351630 3217380708 2238101436 3217380708 2850656190 2132511834 2296493092 3217380708 3234104871 2968968094 2513428378 2092489639 190406487 2968968094 2811394787 2976033787 3058733262 3189457552 2651067438 2246728737 1858577693 864942730 10565946 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 1016841875 3452535345 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
700,2246728737 1858577693 2976033787 2210045383 2976033787 2285529321 847961216 1693331843 2246699815 413381818 864942730 1510328189 2246699815 1757809293 847336149 2451306927 864674487 920678013 2245277810 2442433719 2246728737 3537123720 2246728737 3537123720 2246699815 3850856377 864662311 1533864325 864942730 1510328189 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 2363571021 847694221 1609040637 2041434490 1101907775 3217380708 3925172229 864942730 10565946 2092489639 4276481664 999334238 3094601250 864942795 2227993885 864942730 2228063684 864942730 2228063684,0.0
701,847957139 2591432844 2246699815 1349051879 864942730 1510328189 864674487 2222715027 2245384272 3129492592 2976033787 2551496503 2976033787 2285529321 847961216 1693331843 2246699815 413381818 864942730 1510328189 2246699815 1757809293 847336149 2451306927 864674487 921629099 2245384272 3995043796 2246699815 4278941385 864662311 1533864325 864942730 1510328189 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 1311675632 847957139 1083852209 2041434490 1101907775 3217380708 3925172229 864942730 10565946 2092489639 4276481664 999334238 1471429178 864662311 2184651344 864942730 2228063684 864942730 2228063684,0.0
702,2246728737 3975275337 864674487 913917326 847336149 2451306927 2246699815 1757809293 2246699815 413381818 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2210045383 2246728737 1858577693 2092489639 282236945 864674487 1614667981 2245384272 3995043796 2246699815 4194366826 864942730 1510328189 864674487 2222715027 2245384272 3995043796 2246699815 4194366826 864942730 1510328189 864674487 2810421479 2245277810 135980867 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 3217380708 3925172229 864942730 10565946 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 1311675632 847957139 1083852209 2041434490 1101907775,0.0
703,2246728737 3975275337 864674487 913917326 847336149 2451306927 2246699815 1757809293 2246699815 413381818 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2210045383 2246728737 1858577693 2092489639 282236945 864674487 1614667981 2245384272 3995043796 2246699815 4278941385 864662311 1533864325 864942730 1510328189 3217380708 3925172229 864942730 10565946 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 1311675632 847957139 1083852209 2041434490 1101907775,0.0
704,2246728737 1861965050 2976816164 3096501586 2246728737 1861965050 2976033787 2200400486 847961216 1693331843 2246699815 413381818 864942730 1510328189 2246699815 1757809293 847336149 2451306927 864674487 921629099 2245384272 3995043796 2246699815 4278941385 864662311 1533864325 864942730 1510328189 3217380708 3772302167 3218693969 54936104 3351556771 1792562719 3217380708 1311675632 847957139 1083852209 2041434490 1101907775 3217380708 3925172229 864942730 10565946 2092489639 502885322 864674487 4227634562 999334238 1277219857 864662311 2184651344 864942730 2228063684 864942730 2228063684,0.0
705,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 1228528465 864662311 266675433 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 2240437263 2976816164 1173528643 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097,1.0
706,2246728737 3657471097 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2976816164 1173528643 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 1228528465 864662311 266675433 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 3217380708 2240437263,1.0
707,2976816164 1116101896 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455275232 2976816164 3177290410 2968968094 2119439498 2968968094 2117068077 2976033787 1228528465 2976033787 2448462321 3189457552 2697642734 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 864662311 266675433 864662311 265892994 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498,1.0
708,2976033787 2455017113 2968968094 1824088295 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 3026394695 3217380708 369315086 3217380708 2240437263 2976816164 1173528643 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 1477870366 2976033787 2448462321 3189457552 2697642734 864674487 1978844073 2246728737 3975275337 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097 864662311 26234434,1.0
709,3218693969 951226070 3218693969 951226070 3217380708 3026394695 3217380708 369315086 3217380708 2240437263 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2976816164 1173528643 2976033787 1676823234 3189457552 2697642734 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2968968094 2119439498 2968968094 2803848648 2092489639 2014255590 2246728737 3657471097 864662311 26234434,1.0
710,2246728737 1861965050 2976816164 773457308 2968968094 1910766508 3217380708 1184436594 864942730 10565946 2976033787 2546820253 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686,0.0
711,2976816164 1097741163 882399112 4039837947 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2976816164 2433422477 2976033787 1236795370 2968968094 517457164 2246728737 1858577693 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 2932363931 1016841875 198706261 2968968094 1910766508 3217380708 1267873599 864942730 10565946 2246728737 1861965050 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050,1.0
712,2976816164 22113891 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 1097741163 2976816164 3526465279 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 882399112 4039837947 3217380708 1267873599 2968968094 1910766508 864942730 10565946 2968968094 517457164 2976033787 1236795370 2246728737 1858577693 2246728737 1861965050 864674487 1963848833 2246699815 4194366826 2245384272 1167322652 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 2246699815 2323767245 2245384272 2932363931 1016841875 198706261 864942730 1510328189,1.0
713,2976033787 1421345390 2976033787 1397494279 2976816164 773457308 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 2968968094 2119439498 2968968094 2117068077 2968968094 1910766508 3217380708 1184436594 2976033787 2546820253 2976816164 360202480 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 796999339 2968968094 517457164 1016841875 4265486248 2246728737 1861965050 864942730 10565946 2246728737 1861965050,1.0
714,2976033787 1397494279 2976816164 773457308 2976816164 2433422477 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2976033787 1236795370 2968968094 517457164 2246728737 1858577693 2968968094 1910766508 3217380708 1184436594 864942730 10565946 2976033787 2546820253 2976033787 1421345390 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2246728737 1861965050,1.0
715,847957139 3275683399 999334238 3532053313 864942730 2228063684 864942730 2228063684 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 3217380708 2850656190 2132511834 831463242 2968968094 3400845429 2132511834 100267188 2865977551 289264456 864942730 1971534293 864942730 1971534293 3218693969 994485099 3217380708 2424973678 1016841875 3452535345,0.0
716,847957139 3275683399 999334238 3532053313 864942730 2228063684 864942730 2228063684 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 3217380708 2850656190 2132511834 831463242 2968968094 3400845429 2132511834 100267188 2865977551 289264456 864942730 1971534293 864942730 1971534293 3218693969 994485099 3217380708 3909974435 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,0.0
717,2246728737 3657471097 2092489639 2907735638 2976033787 1694604723 2245384272 424055295 1016841875 198706261 2132511834 3510196525 3217380708 2850656190 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 2865977551 1346868190 864942730 1971534293 864942730 1971534293 999334238 3532053313 847957139 3275683399 864942730 2228063684 864942730 2228063684,0.0
718,2246728737 3657471097 2092489639 2907735638 2976033787 1694604723 2245384272 565690435 1026928756 205323193 2245384272 4121380340 2245277810 69470421 882399112 485463469 882399112 485463469 882399112 485463469 2132511834 3510196525 3217380708 2850656190 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 2865977551 1346868190 864942730 1971534293 864942730 1971534293 999334238 3532053313 847957139 3275683399 864942730 2228063684 864942730 2228063684,0.0
719,847957139 3275683399 999334238 3532053313 864942730 2228063684 864942730 2228063684 3217380708 2609658248 3218693969 994485099 3217380708 2139996060 3217380708 2850656190 2132511834 3510196525 2976033787 1904298846 2132511834 91562845 2865977551 289264456 864942730 1971534293 864942730 1971534293 2245273601 1558858909 1016841875 170898322 1016841875 170898322 3218693969 994485099 3217380708 2424973678 1016841875 3452535345,0.0
720,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 994485099 3217380708 3982076256 999334238 3045022511 864942730 2228063684 864942730 2228063684 848128881 4069016315 2246728737 3818546315 2246728737 3818546315 2968968094 2803848648 2968968094 2803848648,1.0
721,864662311 1535166686 2245384272 4023654873 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 3982076256 2968968094 2803848648 2968968094 2803848648,1.0
722,864662311 1535166686 2245384272 4023654873 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 994485099 3217380708 3982076256 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 2968968094 2803848648 2968968094 2803848648,1.0
723,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3982076256 3217380708 871877728 3217380708 3982076256 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2246703798 3224978178 2245384272 1167268241 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 4023654873 864662311 1535166686 2968968094 2803848648 2968968094 2803848648,1.0
724,2246728737 3824063894 847961216 828793177 2246699815 3315826729 864942730 1510328189 2245384272 1167322652 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 3217380708 3982076256 1016841875 3452535345 2968968094 2803848648 2968968094 2803848648,1.0
725,2246728737 3542456614 2245384272 3593041223 2976816164 2972062794 3217380708 2809361097 864942730 10565946 2132511834 2296493092 3217380708 3255046070 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
726,3218693969 951226070 3217380708 2154975788 2976816164 2972062794 3217380708 3974650111 2092489639 3346582092 3217380708 3278587996 864942730 10565946 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2245384272 2258843522 2245273601 3927890045 2245384272 4003049590 864674487 2215059400 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864674487 2807496773 2246699815 1349051879 847957139 2591432844 864942730 1510328189 2245384272 2258843522 2245273601 3927890045 2245384272 4003049590 864674487 2215059400 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864674487 2807496773 2246699815 1349051879 847957139 2591432844 864942730 1510328189 864942730 10565946 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
727,3218693969 951226070 3217380708 2154975788 2976816164 2972062794 3217380708 3974650111 2092489639 3346582092 2245384272 2258843522 2245273601 3927890045 2245384272 4003049590 864674487 2215059400 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864674487 2807496773 2246699815 1349051879 847957139 2591432844 864942730 1510328189 3217380708 3119383463 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 864942730 10565946 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
728,3218693969 951226070 3217380708 2154975788 2976816164 2972062794 3217380708 3974650111 2092489639 3346582092 3217380708 3278587996 864942730 10565946 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2245384272 4157438804 864674487 2222621677 2246728737 3975275337 2245384272 4157438804 864674487 2222621677 2246728737 3975275337 864942730 10565946 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
729,3218693969 951226070 3217380708 2154975788 2976816164 2972062794 3217380708 3974650111 2092489639 2975116251 3217380708 3119383463 2132511834 2296493092 3217380708 2809361097 864942730 10565946 864942730 10565946 2246728737 3657471097 864942730 10565946 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
730,2246728737 3818546315 848128881 3121777292 2245384272 603510687 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 2246728737 3818546315,1.0
731,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 603510687 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256,1.0
732,2246728737 3824063894 847961216 717723595 2245384272 787069595 2245384272 1167268241 2246703798 3224978178 3217380708 871877728 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256,1.0
733,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 871877728 3217380708 3982076256 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246703798 3224978178 2245384272 1167268241 2245384272 569172881 847698334 1639236011 2246728737 3824347764 2246728737 3824347764 864942795 2380703069,1.0
734,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 871877728 3217380708 3982076256 3217380708 1842898132 2968968094 1276993226 2968968094 1276993226 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246703798 3981550117 2246699815 2082939404 2245384272 592655526 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 864942730 1510328189,1.0
735,2246728737 3542456614 2245384272 1173125914 2245384272 603510687 848128881 3010410747 2245384272 603510687 2245384272 3624155 3217380708 4089138501 3217380708 1842114921 3217380708 2851977513 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 2132511834 2296493092 3217380708 3234104871 864942730 10565946 2968968094 4142616092 2245384272 603510687 2245384272 1173125914 2246728737 3542456614,1.0
736,2246728737 3542456614 2245384272 1173125914 2245384272 603510687 848128881 3010410747 2245384272 603510687 2245384272 3624155 3217380708 4089138501 3217380708 1842114921 3217380708 2850656190 3218693969 951226070 3218693969 98513984 3218693969 951226070 2132511834 2296493092 3217380708 3234104871 864942730 10565946 2968968094 4142616092 2245384272 603510687 2245384272 1173125914 2246728737 3542456614,1.0
737,2968968094 4142616092 3217380708 3234104871 2132511834 2296493092 3217380708 2850656190 3217380708 1842114921 3217380708 4089138501 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 603510687 848128881 3010410747 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 864942730 10565946,1.0
738,2968968094 4142616092 3217380708 3234104871 2132511834 2296493092 3217380708 2851977513 3217380708 1842114921 3217380708 4089138501 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 2245384272 3624155 2245384272 603510687 848128881 3010410747 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 864942730 10565946,1.0
739,3218693969 951226070 3217380708 4089138501 3217380708 1842114921 3217380708 2850656190 2132511834 2296493092 3217380708 3234104871 2968968094 4142616092 864942730 10565946 3218693969 951226070 3218693969 98513984 2245384272 3624155 2245384272 603510687 848128881 3010410747 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614,1.0
740,864942730 1510328189 2246699815 411967733 2246728737 3545365497 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2353112200 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844 2041434490 1101907775 3218693969 951226070 3218693969 98513984 3218693969 951226070,0.0
741,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,1.0
742,3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 3975295864 847957139 1083852209 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,1.0
743,2246728737 3824063894 847961216 828793177 2246699815 2464834696 847336149 3506860767 2245900962 4029097702 847433064 2551483158 847961216 1790668568 3217380708 3918336191 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,0.0
744,2041434490 1101907775 3217380708 2822340138 3351556771 1792562719 3218693969 54936104 3217380708 64070612 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 787341104 847957139 2592785365,0.0
745,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 2827868305 864942730 1510328189 3217380708 3151378920 3218693969 3777168895 2041434490 3118255683 3218693969 540046244 2092489639 3534901675 2245273601 4206179036 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
746,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3579962709 2245273601 4206179036 2246728737 3537119515 2092489639 3534901675 3218693969 571978829 3218693969 3776905034 2041434490 1100037548 3217380708 829754261 2246728737 422715066,1.0
747,3218693969 3777168895 3217380708 3151378920 2246699815 2827868305 864674487 2222715027 2245384272 3994088662 2246728737 3542456614 864942730 1510328189 2092489639 3534901675 3218693969 540046244 2041434490 3118255683 2245273601 4206179036 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083,1.0
