,sentence,classification,set
800,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2353112200 3218693969 994485099 3217380708 2238101436 3217380708 1842898132 2968968094 1910766508 2976816164 3914061263 2968968094 1671770604 2976816164 3670614808 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 847957139 1083852209 2246728737 1861965050 2246728737 1861965050 3218693969 951226070 3218693969 951226070,0.0,train
801,882399112 3337745083 3217380708 2901758233 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 2353112200 3218693969 994485099 3217380708 2238101436 3217380708 1842898132 2968968094 1910766508 2976816164 3914061263 2968968094 1671770604 2976816164 3670614808 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 847957139 1083852209 2246728737 1861965050 2246728737 1861965050 3218693969 951226070 3218693969 951226070,0.0,train
802,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2353112200 3218693969 994485099 3217380708 2238101436 3217380708 1842898132 2968968094 1910766508 2976816164 3914061263 2968968094 1671770604 2976816164 3670614808 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 847957139 1083852209 2246728737 1861965050 2246728737 1861965050 3218693969 951226070 3218693969 951226070,0.0,train
803,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2142032900 2968968094 2803848648 2092489639 435232729 2968968094 2810604122 2246699815 2558454195 864942730 1510328189 847957139 2591432844 3217380708 2154975788 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,0.0,train
804,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2142032900 2968968094 2803848648 2092489639 1379443801 864662311 1084224517 2968968094 2810604122 3217380708 2154975788 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,0.0,train
805,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1189417193 2976816164 739497037 2968968094 2119439498 2968968094 2142032900 2968968094 2803848648 2092489639 435232729 2968968094 2810604122 2246699815 2834566420 864942730 1510328189 2246728737 3545365497 3217380708 2154975788 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 994237755 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,0.0,train
806,864662311 1542633699 2245273601 1735424888 2245273601 4073938295 847961216 1362518133 2246699815 2806018737 864942730 1510328189 2976033787 2110118862 2968968094 517457164 2976033787 2567005256 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2245277810 448078156 848128881 4188991286 2246699815 2355616982 864942730 1510328189 2245384272 2064788354 2246728737 3542456614 2246728737 3818546315 2246728737 3537123720 2246728737 3537123720 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515,0.0,train
807,864662311 1542633699 2245273601 1735424888 2245273601 4073938295 847961216 1362518133 2246699815 2806018737 864942730 1510328189 2976033787 2110118862 2968968094 517457164 2976033787 2567005256 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2245277810 4230292477 847961216 1362202978 2246699815 3315826729 864942730 1510328189 2245384272 2064788354 2246728737 3542456614 2246728737 3537123720 2246728737 3537123720 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515,0.0,train
808,864662311 1542633699 2245273601 1735424888 2245273601 4073938295 847961216 1362518133 2246699815 2806018737 864942730 1510328189 2976033787 2110118862 2968968094 517457164 2976033787 2567005256 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2245277810 4230292477 847961216 1362202978 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2246728737 3537123720 2246728737 3537123720 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515,0.0,train
809,882399112 4039837947 2976816164 3402570011 882399112 4039837947 2968968094 2810604122 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3393501767 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 1173346717 2245384272 4008337421 864674487 2222621677 2246728737 3975275337 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
810,882399112 4039837947 2976816164 3402570011 882399112 4039837947 2968968094 2810604122 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3393501767 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 1802565777 864674487 2222924050 2245384272 4008337421 2245384272 1510461303 2245384272 2687568853 882399112 484537559 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
811,3612926680 3632350815 3217380708 2646219661 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3393501767 2976816164 3402570011 882399112 4039837947 882399112 4039837947 2968968094 2810604122 847957139 1083852209 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070,0.0,train
812,882399112 485463469 2245277810 1378530689 882399112 485463469 882399112 485463469 864674487 434045476 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 2800285969 2130998634 1710622492 3217380708 3320534880 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3402594617 2968968094 2142032900 2968968094 2803848648 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895,1.0,train
813,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 2800285969 2130998634 1710622492 3217380708 3320534880 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3402594617 2968968094 2142032900 2968968094 2803848648 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895,1.0,train
814,882399112 485463469 2245277810 1378530689 882399112 485463469 882399112 485463469 864674487 434045476 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 2800285969 2130998634 1710622492 3217380708 3320534880 2092489639 662511025 3217380708 2706092527 2041434490 55489393 2968968094 3402594617 2968968094 2142032900 2968968094 2803848648 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895,0.0,train
815,3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2976033787 3836271195 847690172 1188634672 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 2245384272 74537039 3217380708 4121755354 3218693969 994485099 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3217380708 368531313 3218693969 951226070 3218693969 951226070 2968968094 516041383 2976816164 4214532707 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,1.0,train
816,882399112 3337745083 3217380708 2901758233 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 2309124039 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 994485099 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3217380708 368531313 3218693969 951226070 3218693969 951226070 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
817,882399112 3337745083 3217380708 2900982932 2041434490 1100037548 3218693969 3777168895 3217380708 2994748777 3218693969 951226070 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 994485099 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3217380708 368531313 3218693969 951226070 3218693969 951226070 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 3836271195 2968968094 516041383 2976816164 4214532707 3189457552 2950679810 3217380708 111711661 2041434490 1100037548 3218693969 3777168895 3217380708 4121755354 3218693969 994485099 3217380708 3334525955 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498,1.0,train
818,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 959675837 882399112 475355132 2246703798 3525529949 2976033787 2127653824 2968968094 2117068077 2968968094 2117068077,1.0,train
819,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3011598321 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 3525528780 2976033787 2127653824 2968968094 2117068077 2968968094 2117068077,1.0,train
820,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 959675837 882399112 475355132 2246703798 3525529949 2976033787 2127653824 2968968094 2117068077 2968968094 2117068077,0.0,train
821,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 733326865 2041434490 631553871 3217380708 688505563 847961216 2341585586 2245273601 4223976160 2245384272 74537039 3217380708 4086265842 3217380708 3982076256 3218693969 54936104 3351556771 1792562719 3217380708 3951957695 2245384272 3624155 2245384272 1173125914 2246728737 3542456614 3217380708 2353112200 3218693969 3777168895 2041434490 458195553 2132511834 692277943 3218693969 2752034647 2246699815 2661865929 864942730 1510328189 864942795 1510323402 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,1.0,train
822,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 733326865 2041434490 631553871 3217380708 688505563 847961216 2341585586 2245273601 4223976160 2245384272 74537039 3217380708 4089138501 3218693969 54936104 3351556771 1880637161 3218693969 54936104 3217380708 3982076256 3217380708 2353112200 3218693969 3777168895 2041434490 458195553 2132511834 692277943 3218693969 2752034647 2246699815 2661865929 864942730 1510328189 864942795 1510323402 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0.0,train
823,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 733326865 2041434490 631553871 3217380708 688505563 847961216 2341585586 2245273601 4223976160 2245384272 74537039 3217380708 4089138501 3218693969 54936104 3351556771 1880637161 3218693969 54936104 3217380708 3982076256 3217380708 2353112200 3218693969 572760528 2092489639 1255626466 2041434490 2434373675 3218693969 3777168895 2246728737 3657471097 2246699815 2661865929 864942730 1510328189 864942795 1510323402 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0.0,train
824,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552 3217380708 2154975788 3218693969 994485099 3217380708 3847608821 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 2245273601 3297830269 882399112 485458970 882399112 485458970,1.0,train
825,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070,0.0,train
826,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 551287920 847433064 2551483158 3217380708 2154975788 3218693969 994485099 3217380708 2459558207 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,0.0,train
827,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2603173879 2092489639 211903143 2968968094 2803848648 2968968094 2119439498 2976816164 1237121865 847961216 1693589848 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1021876022 2245384272 1506563592 2246728737 3542456614 2246728737 3537119515 3217380708 3974650111 864942730 10565946 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1498892946 2976033787 1486598263 864674487 1759589175 2245384272 2835079913 3217380708 4121755354 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 2968968094 517457164,1.0,train
828,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2603173879 2092489639 211903143 2968968094 2803848648 2968968094 2119439498 2976816164 1237121865 847961216 1693589848 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1021876022 2245384272 1506563592 2246728737 3542456614 2246728737 3537119515 3217380708 3974650111 864942730 10565946 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1498892946 2976033787 1486598263 864674487 1759589175 2245384272 2835079913 3217380708 4121755354 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158 2968968094 517457164,1.0,train
829,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2603173879 2092489639 211903143 2968968094 2803848648 2968968094 2119439498 2976816164 1237121865 847961216 1693589848 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245273601 1021876022 2245384272 1506563592 2246728737 3542456614 2246728737 3537119515 3217380708 3974650111 864942730 10565946 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1498892946 2976033787 1486598263 864674487 1759589175 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2968968094 517457164,1.0,train
830,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 2370996728 864942730 10565946 2092489639 3345225135 3218693969 572760528 2245384272 2251845666 2246728737 3542456614 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552,1.0,train
831,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 2370996728 864942730 10565946 2092489639 3345225135 3218693969 572760528 2245384272 2251845666 2246728737 3542456614 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895 2245900962 551287920 847433064 2551483158,1.0,train
832,882399112 3337745083 3217380708 1857396528 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 738308006 847957139 1083852209 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 2370996728 864942730 10565946 2092489639 3345225135 3218693969 572760528 2245384272 2251845666 2246728737 3542456614 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 3777168895 2041434490 3118255683 3218693969 3777168895,1.0,train
833,2041434490 1101907775 3217380708 3182824521 3217380708 2360741695 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1913726790 2245900962 1899422126 2245900962 3294965984 2245277810 3075904241 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 3218693969 951226070 3218693969 951226070 3217380708 1446633534 847957139 1083852209,1.0,train
834,864942730 1510328189 2246699815 4222851645 847961216 717512901 2245384272 787069595 2245384272 1583009052 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2245273601 2424530656 2245384272 74537039 3217380708 4089138501 3218693969 994485099 3217380708 2360741695 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3124581743 2246728737 422715066 2246728737 3537119515,1.0,train
835,864942730 1510328189 2246699815 1822332700 2246728737 3545365497 3217380708 2309124039 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 2353112200 3218693969 994485099 3217380708 2360741695 3218693969 994485099 3217380708 4089138501 2245384272 74537039 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1583009052 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2246728737 3537119515 3217380708 1445852595 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 951226070 847957139 1083852209,1.0,train
836,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2284773903 2041434490 1101907775 3217380708 3254486562 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1.0,train
837,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2295519362 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1.0,train
838,3351556771 1792562719 3218693969 54936104 3217380708 2353112200 3218693969 994485099 3217380708 4165543522 2976816164 3113565243 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3925172229 864942730 10565946 2976033787 1636327326 2968968094 2811394787 2092489639 963029399 2968968094 2810604122 3217380708 2295519362 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 1913726790 2245900962 551287920 847433064 2551483158 3217380708 2353112200 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 551287920 847433064 2551483158,1.0,train
839,864942730 10565946 3217380708 3974650111 2092489639 3346582092 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 4121755354 3218693969 951226070 3218693969 951226070 2245384272 3908647167 847961216 717512901 2246699815 2447826885 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 3128759172 2132511834 3727977332 2976816164 1189346528 2245384272 179836431 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 1861965050 849275503 1169352347,0.0,train
840,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 2089117413 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2976816164 1189346528 2132511834 3727977332 3217380708 3128759172 849275503 1169352347 2245384272 179836431 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 1861965050,0.0,train
841,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 2089117413 2092489639 3346582092 3217380708 3974650111 864942730 10565946 2976816164 1709143017 2132511834 3727977332 3217380708 3128759172 849275503 1169352347 2246728737 1861965050 2246728737 1861965050,0.0,train
