,classification,mol_sentence
1609,1.0,MolSentence with 16 words
1610,1.0,MolSentence with 38 words
1611,1.0,MolSentence with 64 words
1612,1.0,MolSentence with 66 words
1613,1.0,MolSentence with 58 words
1614,1.0,MolSentence with 70 words
1615,1.0,MolSentence with 50 words
1616,1.0,MolSentence with 58 words
1617,1.0,MolSentence with 54 words
1618,1.0,MolSentence with 40 words
1619,1.0,MolSentence with 36 words
1620,1.0,MolSentence with 28 words
1621,1.0,MolSentence with 40 words
1622,1.0,MolSentence with 32 words
1623,1.0,MolSentence with 54 words
1624,1.0,MolSentence with 54 words
1625,1.0,MolSentence with 46 words
1626,1.0,MolSentence with 28 words
1627,1.0,MolSentence with 40 words
1628,1.0,MolSentence with 42 words
1629,1.0,MolSentence with 38 words
1630,1.0,MolSentence with 52 words
