,sentence,classification
1191,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 4121755354 2245384272 3992410619 848128881 241199508 2976033787 1795978025 2968968094 2117068077 2968968094 2117068077 2246699815 3726304495 864674487 2222715027 2245384272 3994088662 2246728737 3542456614 864942730 1510328189,1
1192,3218693969 951226070 3217380708 3982076256 3217380708 64070612 3218693969 951226070 3218693969 951226070 3217380708 2284773903 2092489639 963029399 2968968094 2803848648 2968968094 2117068077 2976033787 1186654798 864662311 266675433 2968968094 2117068077 2968968094 2803848648 2041434490 3458774156 2041434490 3458774156 3217380708 2424973678 3218693969 994485099 3217380708 2246340824 3218693969 951226070 1016841875 3452535345 1016841875 3452535345,1
1193,2976033787 1586850127 2976033787 1586850127 2976033787 1721979728 3218693969 2447748155 3218693969 2447748155 2976033787 1721979728 2968968094 517457164 2246699815 3961613636 848128881 3012778962 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 1510328189 2246699815 3961613636 848128881 3012778962 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 1510328189,1
1194,2246728737 1858577693 2976033787 3027150250 2968968094 517457164 2976033787 1421345390 2976033787 1397494279 2968968094 2117068077 2968968094 2117068077 2976033787 2086410360 2246699815 1667497117 2246728737 3545365497 864942730 1510328189 2976816164 778974661 2246728737 1861965050 2968968094 516041383 2976033787 1228528465 864662311 266675433 2976033787 2252049393 2976816164 360202480 2246728737 1861965050 3218693969 2604585747 3218693969 951239203 3217380708 1081775047 864942730 10565946 3218693969 994494548 3217380708 1353626381,1
1195,3218693969 994485099 3217380708 3162837314 864674487 617798156 2976033787 1476555001 2976816164 1382748768 2132511834 3727977332 3217380708 3182177290 864942730 10565946 2976033787 3190622356 3189457552 2651067438 2246728737 1858577693 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2246340824 1016841875 3452535345,1
1196,2976816164 1012780892 3217380708 2238101436 3217380708 3796841743 2092489639 228862830 2246728737 3657471097 2976033787 1502219521 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 3218693969 951226070 3218693969 951226070 3217380708 3162837314 3218693969 994485099 864674487 2077658817 2246699815 1399127774 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 2246728737 1861965050,1
1197,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 1842145205 3217380708 1842145205 3217380708 3982076256 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2092489639 2975116251 2246728737 3657471097 2968968094 1276993226 2968968094 2803848648 2092489639 2021812431 2968968094 2803848648 2968968094 1276993226 2246728737 3657471097,1
1198,3218693969 994485099 3217380708 2994748777 2246699815 1822332700 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 951226070 3217380708 1135286194 3217380708 2309124039 2246699815 1054767590 847961216 717512901 2245384272 4203454020 2976033787 2559675920 2092489639 1620258790 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 2245384272 2251845666 2246728737 3542456614 864942730 1510328189 864674487 2076190208 2246728737 3975275337,1
1199,3218693969 540046244 2041434490 1100037548 3217380708 553412256 3217380708 3796970912 2092489639 3345225135 2245384272 2257970297 2245384272 603510687 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 3217380708 2370996728 2092489639 2975126068 2246728737 3657471097 3217380708 3462333187 2092489639 2975126068 2246728737 3657471097 864942730 10565946 864942730 10565946,1
1200,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3183395256 3217380708 3334525955 2976033787 2857830352 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 3895633315 3217380708 618663528 2041434490 1090571167 847961216 1868602760 2245384272 773607102 2246728737 3542456614,1
1201,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 3334525955 2976033787 3450671348 3217380708 3334525955 3217380708 3796841743 2092489639 2975116251 2246728737 3657471097 3217380708 1871221615 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 864674487 1759589175 2245384272 3994088662 2246728737 3542456614,1
1202,4269929640 3218693969 951226070 3217380708 368531313 3189457552 1078211001 2968968094 1785683843 2976033787 1816178031 3189457552 2697642734 3217380708 369315086 3217380708 1135286194 3218693969 951226070 3218693969 98513984 864674487 2115476908 2245384272 3994088662 2246728737 3542456614 2245384272 4203454020 847961216 894436332 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3855292234,1
1203,2245384272 2932785557 2246728737 3542456614 1016841875 198706261,1
1204,2246997334 3695448525 2246997334,1
1205,2245384272 3593041223 2976816164 4272365792 3217380708 153234704 3217380708 3124594408 3218693969 2752207748 2132511834 2297802135 3217380708 2809361097 864942730 10565946 2246728737 422715066 864942730 10565946 2245384272 3593041223 2246728737 3542456614 2246728737 3542456614,1
1206,3218693969 951226070 3217380708 2154975788 2976816164 3786253491 2968968094 2119439498 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 847961216 2570835912 2245384272 773607102 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1207,4269929640 3218693969 994485099 3217380708 2238101436 2976816164 78708495 3189457552 2950679810 3217380708 597171598 2041434490 1090571167 3217380708 3183395256 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 1861965050 3855292234,1
1208,2245384272 1506563592 2245273601 2603173879 2092489639 211903143 3217380708 2510215966 2968968094 1276993226 2968968094 2142032900 2968968094 2803848648 864942730 10565946 2246699815 3304582332 847957139 2591432844 864942730 1510328189 2246728737 3542456614,1
1209,2976033787 1721149895 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2720313463 3217380708 3981762496 3217380708 1842898132 3218693969 2752034647 2132511834 2297887526 2968968094 1824088295 2976033787 2455017113 2092489639 2014255590 2968968094 2811394787 2976033787 623728226 2968968094 517457164 847961216 1603623823 999334238 3044745418 848128881 368370992 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 2228063684 864942730 2228063684 2246728737 3657471097,1
1210,3218693969 951226070 3217380708 3579962709 2245273601 2083572173 2092489639 443741425 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2245384272 2257970297 2245384272 4008337421 864674487 2215059400 2245384272 4008337421 2245384272 4008337421 864674487 2215059400 2245384272 4008337421 2245384272 4023654873 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 951226070 1016841875 3452535345 864942730 1510328189 2246699815 2157360080 864662311 1533864325 2246703798 737505311 2246703798 737505311 2246699815 2157360080 864662311 1533864325 864942730 1510328189,1
1211,3218693969 994485099 3217380708 2246340824 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2473389857 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 2530377886 3217380708 3462333187 2092489639 3346539298 3217380708 3777243454 2041434490 2435680164 2245384272 618671879 2246728737 3542456614 2245384272 2251845666 2246728737 3542456614 864942730 10565946 2968968094 2803848648 2968968094 2803848648 1016841875 3452535345,1
1212,3218693969 951226070 3218693969 951226070 3217380708 3026394695 3217380708 369315086 3189457552 2697642734 2976033787 3613916939 2976816164 1116101896 2976816164 1131562137 2976033787 2455275232 2092489639 2014255590 2968968094 2803848648 2968968094 2119439498 2246728737 3657471097 2968968094 1824088295 3217380708 1842898132 3217380708 2240437263 2968968094 516041383 2976033787 2574787838 2976816164 4095750337 864674487 1963389888 2246728737 3975275337 3218693969 2604585747 3218693969 2604585747 2245277810 1485147017 864662311 1542631284 2245384272 1583009052 2245384272 1173125914 2246728737 3542456614 2246728737 3537123720 864662311 26234434,1
1213,3218693969 951226070 3217380708 2154975788 2976816164 1626105231 3189457552 2651067438 2976033787 1759553307 2976033787 3987247535 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 416356657 2132511834 1280488931 2968968094 1785683843 3189457552 3195927545 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1214,3218693969 540046244 2041434490 1100037548 3217380708 3182824521 3217380708 553412256 2092489639 3345225135 2245384272 2257970297 2245384272 1583799011 2245273601 3098934668 2245384272 4003049590 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2245384272 4003049590 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2041434490 1101907775 3217380708 472281497 847957139 1083852209 2041434490 1100037548 3218693969 3777168895,1
1215,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3820826669 3217380708 3983062349 3217380708 3983062349 3217380708 3983062349 3217380708 2370996728 864942730 10565946 2092489639 3346539298 2245384272 2257970297 2245384272 1510461303 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
1216,3218693969 572760528 3217380708 64070612 2041434490 1101907775 3217380708 2984045667 2092489639 3044751281 3217380708 3286720230 3217380708 4086265842 2245384272 618671879 2246728737 3542456614 3217380708 3222770065 2041434490 1101907775 864674487 2076190208 2246728737 3975275337 2246728737 422715066 3217380708 4164236649 2041434490 3460898310 3189457552 3376021752 3217380708 4065760512 2041434490 1101907775 2246728737 422715066,1
1217,2976033787 2015089002 2132511834 3510196525 3217380708 3234104871 864942730 10565946 2968968094 1276993226 2968968094 2117068077 2246699815 3177362943 864942730 1510328189 2092489639 435232729 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648,1
1218,3218693969 951226070 3217380708 2154975788 2976816164 2972062794 3217380708 3974650111 2092489639 3346582092 2245384272 2258843522 2245273601 3927890045 2245384272 4003049590 864674487 2215059400 2245384272 4008337421 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864674487 2807496773 2246699815 1349051879 847957139 2591432844 864942730 1510328189 3217380708 3119383463 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 864942730 10565946 2245384272 3593041223 2246728737 3542456614 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1219,3218693969 951226070 3217380708 3579962709 2245273601 4138040424 2245384272 4003049590 864674487 2222715027 2246699815 1349051879 847957139 2591432844 864942730 1510328189 2245384272 4003049590 864674487 2222715027 2246699815 1349051879 847957139 2591432844 864942730 1510328189 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1220,3218693969 951226070 3217380708 970433791 2976033787 1721149895 2976033787 1739309282 2245384272 3129492592 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 2968968094 2811394787 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1221,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 2994748777 2246699815 1909986973 2245384272 1167322652 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 435232729 2246699815 3090652201 864674487 1979311206 2976033787 1486598263 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 864942730 1510328189 2968968094 2803848648 2968968094 2803848648 864942730 1510328189 882399112 3337745083,1
1222,3218693969 951226070 3217380708 970433791 2976033787 1599425600 2976033787 2210045383 2092489639 1620258790 2968968094 2803848648 2968968094 1257718710 3189457552 3194612514 2245384272 2257970297 2245384272 4008337421 864674487 2222715027 2246699815 4036774035 2245273601 762870563 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 1506563592 2246728737 3542456614 864942730 1510328189 2246728737 1858577693 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1223,3218693969 951226070 3217380708 970433791 2976033787 2431669681 2976033787 2584514126 847961216 2572035617 2245384272 773607102 2246728737 3542456614 2976033787 2974534217 2968968094 517457164 2976033787 2974534217 2968968094 2117068077 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1224,3218693969 951226070 3217380708 2309124039 2246699815 2728790744 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 3526049670 3218693969 994494548 3217380708 2246494608 1016841875 3452535345 3218693969 951239203 3218693969 951239203 3217380708 16198379 864942730 10565946 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 1016841875 3452535345,1
1225,3218693969 951226070 3217380708 2720313463 2132511834 2296565457 3217380708 2556496593 3217380708 1842114921 2968968094 1276993226 2968968094 416356657 2132511834 1280488931 2976033787 3791102067 2245384272 3599139274 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984,1
1226,3218693969 951226070 3217380708 2154975788 2976816164 358889059 2976033787 1260399517 3217380708 3182177290 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 2245384272 3594356142 2246728737 3542456614 2246728737 1861965050 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1227,3218693969 994485099 3217380708 2424973678 3217380708 2424973678 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 2835079913 3217380708 3629281128 2041434490 55489393 2968968094 3402594617 2968968094 416356657 2132511834 831463242 1016841875 3452535345 1016841875 3452535345,1
1228,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 970433791 2976033787 1599425600 2976033787 2033915459 2132511834 3510196525 3217380708 3234104871 864942730 10565946 2968968094 4256629345 3189457552 3194612514 2246728737 1858577693,1
1229,3218693969 994485099 3217380708 2246340824 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 2447826885 847961216 1790668568 3217380708 3223787951 2041434490 1090571167 3217380708 3438321593 864942730 10565946 2968968094 2513428378 2092489639 1849554589 2246728737 3657471097 864942730 1510328189 1016841875 3452535345,1
1230,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 970433791 2976033787 3296544553 3217380708 2929340696 2041434490 1090571167 3217380708 597171598 3189457552 2697642734 847961216 1868602760 2245384272 773607102 2246728737 3542456614 864942730 10565946,1
1231,3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 3933537673 2245277810 1448829206 2245384272 1581998710 2245277810 3992738647 2246728737 3537123720 2246728737 3537123720 864662311 1542631284 2246728737 3537123720 864662311 1542631284 1016841875 3452535345,1
1232,3218693969 951226070 3217380708 3982076256 3217380708 3308404410 2041434490 1101907775 3217380708 4164236649 2041434490 2435680164 2092489639 1256946769 2246728737 3657471097 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895 3217380708 4089138501 3218693969 951226070 3218693969 98513984 3218693969 98513984 2245384272 2849741637 864662311 1535166686,1
1233,3218693969 951226070 3217380708 368531313 3217380708 368531313 3218693969 994485099 3217380708 4121755354 3218693969 951226070 2245384272 2089117413 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 435232729 2246699815 3554022385 2245384272 3995043796 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 864942730 1510328189 2968968094 2803848648 2968968094 2803848648 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001,1
1234,3218693969 951226070 3217380708 3491109101 2245273601 2782530898 2245384272 781912670 847961216 1369337945 2245277810 144568923 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 864662311 1542633699 3217380708 1857396528 3218693969 951226070 3218693969 98513984 3218693969 98513984 882399112 3337745083,1
1235,2245273601 3110205660 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 951226070 3218693969 951226070 999334238 3266129148 2246728737 3835273908 864942730 2228063684 864942730 2228063684 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 2245273601 2406779329 1016841875 170898322 1016841875 170898322 864942730 1510328189 2245384272 2685369224 882399112 484537559 864662311 1542633699,1
1236,3218693969 994485099 3217380708 3933537673 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 1390916045 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2246699815 3554022385 2245384272 1167322652 2245384272 603510687 848128881 3010410747 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 1510328189,1
1237,2976816164 842517228 882399112 4039837947 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2976816164 294536306 2041434490 631553871 3217380708 2421641516 3189457552 2697642734 2976033787 1676823234 2968968094 517457164 2246728737 422715066 2246699815 2323767245 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 864942730 1510328189 2246728737 3545365497 2968968094 516041383 2976033787 1226975992 864662311 266675433 2246728737 1861965050 2968968094 2117068077 2968968094 1276993226 3217380708 3327625720 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050,1
1238,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 3726304495 864942730 1510328189 848128881 4229088015 2245384272 603510687 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3933537673 3218693969 994485099 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1
1239,3218693969 994485099 3217380708 2309124039 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2223687999 999334238 3532053313 847957139 3275683399 864942730 2228063684 864942730 2228063684 864674487 2076190208 2246728737 3975275337 2246699815 1054767590 847961216 717512901 2245384272 4203454020 2976033787 2559675920 2092489639 1620258790 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 864942730 1510328189,1
1240,2976816164 1082128421 1016841875 4264704113 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 882399112 4041152544 2968968094 517457164 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2968968094 516041383 2976033787 3721945323 1016841875 4265486248 2976816164 649473186 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 3189457552 2634102466 2976816164 2446814304 3189457552 2651067438 2976033787 1676823234 2968968094 517457164 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050,1
1241,2976033787 1397494279 2976816164 842517228 2976816164 601754018 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 2246699815 2323767245 2245384272 4018142848 864662311 1535166686 864942730 1510328189 864662311 265892994 2246728737 1861965050 864662311 266675433 882399112 4039837947,1
1242,2976033787 1397494279 2976816164 842517228 2976816164 601754018 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 2976033787 1226975992 2968968094 516041383 2976816164 773457308 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 2246728737 1861965050 864662311 266675433 882399112 4039837947,1
1243,3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 3217380708 3183395256 3217380708 2850656190 2132511834 2296493092 3217380708 219610753 3217380708 3982379045 3217380708 2237617467 2041434490 1090571167 3351556771 1791271074 3217380708 2803419857 3218693969 994485099 2246728737 422715066 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2246728737 3657471097,1
1244,2976816164 649473186 3189457552 2634102466 2976816164 2446814304 3189457552 2651067438 2976033787 1676823234 2968968094 517457164 2976033787 1397494279 2976816164 773457308 2968968094 516041383 2976033787 1226975992 864662311 266675433 2976816164 842517228 882399112 4039837947 2976033787 1397494279 2968968094 517457164 2976033787 2300965267 882399112 4041152544 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246699815 1521289298 864942730 1510328189 2245273601 1065073467 864674487 2807475527 2246728737 3975275337 864674487 2807475527 2246728737 3975275337,1
1245,2976816164 649473186 2976816164 773457308 2976033787 1397494279 2976033787 1397494279 2976816164 842517228 2976816164 3526465279 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976033787 2300965267 2968968094 517457164 882399112 4041152544 2246728737 1861965050 882399112 4039837947 2976033787 1226975992 2968968094 516041383 864662311 266675433 2968968094 517457164 2976033787 1676823234 3189457552 2651067438 2976816164 2446814304 3189457552 2634102466 2246728737 1861965050 2246728737 1861965050 2246728737 1861965050 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189,1
1246,2246728737 3542456614 2245384272 1173125914 2245384272 1510461303 2245384272 4008337421 864674487 2222715027 2246699815 2680632905 864942730 1510328189 2246699815 2810584343 864942730 1510328189 2976033787 1566670564 2976033787 1236995907 2246728737 1858577693 2968968094 517457164 2976033787 1397494279 2976033787 1421345390 2968968094 517457164 2976033787 2300965267 882399112 4041152544 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2976033787 2252049393 2976033787 1228528465 864662311 266675433 2968968094 516041383 2976816164 778974661 2246728737 1861965050,1
1247,2246728737 3542456614 2245384272 1173125914 2245384272 1510461303 2245384272 1510461303 2245384272 1167322652 2246699815 4194366826 864942730 1510328189 864674487 2222715027 2245384272 3995043796 2246699815 2239803886 864942730 1510328189 2976033787 1566670564 2976033787 1236995907 2246728737 1858577693 2968968094 517457164 2976033787 1397494279 2976033787 1421345390 2968968094 517457164 2976033787 2300965267 882399112 4041152544 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 360202480 2246728737 1861965050 2976033787 2252049393 2976033787 1228528465 864662311 266675433 2968968094 516041383 2976816164 778974661 2246728737 1861965050,1
1248,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 2223687999 999334238 1294138518 2245384272 1782291908 2246728737 3542456614 864942730 2228063684 864942730 2228063684 882399112 3337745083,1
1249,2976816164 842517228 2976033787 1397494279 2976033787 1397494279 2976816164 773457308 2976816164 1621994190 864674487 1963848833 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2246699815 3654747596 2246728737 3545365497 864942730 1510328189 2968968094 2119439498 2968968094 2117068077 2246728737 1861965050 2968968094 516041383 2976033787 1226975992 864662311 266675433 2968968094 517457164 2976033787 3027150250 2246728737 1858577693 3217380708 1353626381 3218693969 994494548 3217380708 1081775047 864942730 10565946 3218693969 951239203 3218693969 2604585747 2976816164 3526465279 2246728737 1861965050 882399112 4039837947,1
1250,2976033787 3893870893 3217380708 3334525955 3217380708 3334525955 2976033787 756630393 3217380708 3334525955 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 1858577693 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 994485099 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 2245384272 912632640 2245384272 1510461303 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315,1
1251,3218693969 951226070 3217380708 3579962709 2245273601 602889953 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 2245384272 1583799011 2245384272 787069595 847961216 717723595 2246728737 3824063894 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1
1252,3218693969 994485099 3217380708 3933537673 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 3217380708 3796841743 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3351556771 1791250428 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 4008337421 864674487 2222715027 2246699815 4194366826 2245384272 1167322652 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 2968968094 2803848648 2968968094 2803848648,1
1253,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 1486598263 864674487 1759589175 2245384272 4008337421 2245384272 4023654873 864662311 1535166686 2968968094 2117068077 2968968094 2803848648 3217380708 3796841743 3217380708 480680885 3351556771 1791250428 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 994485099 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1
1254,3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2473389857 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 787069595 847961216 717512901 2246699815 2431311350 847957139 2591432844 864942730 1510328189 2968968094 2803848648 2968968094 2803848648 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,1
