,classification,mol_sentence
1819,1,MolSentence with 46 words
1820,1,MolSentence with 30 words
1821,1,MolSentence with 50 words
1822,1,MolSentence with 46 words
1823,1,MolSentence with 22 words
1824,1,MolSentence with 28 words
1825,1,MolSentence with 28 words
1826,1,MolSentence with 24 words
1827,1,MolSentence with 46 words
1828,1,MolSentence with 48 words
1829,1,MolSentence with 52 words
1830,1,MolSentence with 36 words
1831,1,MolSentence with 52 words
1832,1,MolSentence with 42 words
1833,1,MolSentence with 58 words
1834,1,MolSentence with 70 words
1835,1,MolSentence with 125 words
1836,1,MolSentence with 68 words
1837,1,MolSentence with 58 words
1838,1,MolSentence with 64 words
1839,1,MolSentence with 64 words
1840,1,MolSentence with 54 words
1841,1,MolSentence with 54 words
1842,1,MolSentence with 46 words
1843,1,MolSentence with 62 words
1844,1,MolSentence with 56 words
1845,1,MolSentence with 54 words
1846,1,MolSentence with 66 words
1847,1,MolSentence with 42 words
1848,1,MolSentence with 62 words
1849,1,MolSentence with 60 words
1850,1,MolSentence with 48 words
1851,1,MolSentence with 34 words
1852,1,MolSentence with 42 words
1853,1,MolSentence with 36 words
1854,1,MolSentence with 28 words
1855,1,MolSentence with 48 words
1856,1,MolSentence with 60 words
1857,1,MolSentence with 36 words
1858,1,MolSentence with 46 words
1859,1,MolSentence with 44 words
1860,1,MolSentence with 62 words
1861,1,MolSentence with 58 words
1862,1,MolSentence with 70 words
1863,1,MolSentence with 62 words
1864,1,MolSentence with 42 words
1865,1,MolSentence with 38 words
1866,1,MolSentence with 72 words
1867,1,MolSentence with 32 words
1868,1,MolSentence with 34 words
1869,1,MolSentence with 44 words
1870,1,MolSentence with 42 words
1871,1,MolSentence with 26 words
1872,1,MolSentence with 46 words
1873,1,MolSentence with 54 words
1874,1,MolSentence with 44 words
1875,1,MolSentence with 44 words
1876,1,MolSentence with 46 words
1877,1,MolSentence with 28 words
1878,1,MolSentence with 46 words
1879,1,MolSentence with 44 words
1880,1,MolSentence with 64 words
1881,1,MolSentence with 36 words
1882,1,MolSentence with 50 words
1883,1,MolSentence with 40 words
1884,1,MolSentence with 44 words
1885,1,MolSentence with 32 words
1886,1,MolSentence with 42 words
1887,1,MolSentence with 42 words
1888,1,MolSentence with 78 words
1889,1,MolSentence with 38 words
1890,1,MolSentence with 50 words
1891,1,MolSentence with 44 words
1892,1,MolSentence with 32 words
1893,1,MolSentence with 36 words
1894,1,MolSentence with 42 words
1895,1,MolSentence with 54 words
1896,1,MolSentence with 46 words
1897,1,MolSentence with 26 words
1898,1,MolSentence with 36 words
1899,1,MolSentence with 32 words
1900,1,MolSentence with 34 words
1901,1,MolSentence with 32 words
1902,1,MolSentence with 46 words
1903,1,MolSentence with 32 words
1904,1,MolSentence with 46 words
1905,1,MolSentence with 30 words
1906,1,MolSentence with 54 words
1907,1,MolSentence with 60 words
1908,1,MolSentence with 68 words
1909,1,MolSentence with 48 words
1910,1,MolSentence with 34 words
1911,1,MolSentence with 40 words
1912,1,MolSentence with 46 words
1913,1,MolSentence with 58 words
1914,1,MolSentence with 60 words
1915,1,MolSentence with 38 words
1916,1,MolSentence with 60 words
1917,1,MolSentence with 56 words
1918,1,MolSentence with 26 words
1919,1,MolSentence with 28 words
1920,1,MolSentence with 40 words
1921,1,MolSentence with 44 words
1922,1,MolSentence with 50 words
1923,1,MolSentence with 42 words
1924,1,MolSentence with 34 words
1925,1,MolSentence with 30 words
1926,1,MolSentence with 38 words
1927,1,MolSentence with 54 words
1928,1,MolSentence with 46 words
1929,1,MolSentence with 60 words
1930,1,MolSentence with 42 words
1931,1,MolSentence with 42 words
1932,1,MolSentence with 44 words
1933,1,MolSentence with 54 words
1934,1,MolSentence with 54 words
1935,1,MolSentence with 44 words
1936,1,MolSentence with 54 words
1937,1,MolSentence with 18 words
1938,1,MolSentence with 46 words
1939,1,MolSentence with 46 words
1940,1,MolSentence with 46 words
1941,1,MolSentence with 56 words
1942,1,MolSentence with 50 words
1943,1,MolSentence with 22 words
1944,1,MolSentence with 22 words
1945,1,MolSentence with 56 words
1946,1,MolSentence with 24 words
1947,1,MolSentence with 30 words
1948,1,MolSentence with 36 words
1949,1,MolSentence with 34 words
1950,1,MolSentence with 20 words
1951,1,MolSentence with 52 words
1952,1,MolSentence with 54 words
1953,1,MolSentence with 40 words
1954,1,MolSentence with 34 words
1955,1,MolSentence with 28 words
1956,1,MolSentence with 28 words
1957,1,MolSentence with 21 words
1958,1,MolSentence with 22 words
1959,1,MolSentence with 52 words
1960,1,MolSentence with 42 words
1961,1,MolSentence with 54 words
1962,1,MolSentence with 44 words
1963,1,MolSentence with 64 words
1964,1,MolSentence with 40 words
1965,1,MolSentence with 44 words
1966,1,MolSentence with 42 words
1967,1,MolSentence with 42 words
1968,1,MolSentence with 58 words
1969,1,MolSentence with 67 words
1970,1,MolSentence with 64 words
1971,1,MolSentence with 38 words
1972,1,MolSentence with 60 words
1973,1,MolSentence with 72 words
1974,1,MolSentence with 36 words
1975,1,MolSentence with 40 words
1976,1,MolSentence with 38 words
1977,1,MolSentence with 48 words
1978,1,MolSentence with 40 words
1979,1,MolSentence with 24 words
1980,1,MolSentence with 36 words
1981,1,MolSentence with 46 words
1982,1,MolSentence with 38 words
1983,1,MolSentence with 40 words
1984,1,MolSentence with 46 words
1985,1,MolSentence with 44 words
1986,1,MolSentence with 54 words
1987,1,MolSentence with 52 words
1988,1,MolSentence with 32 words
1989,1,MolSentence with 16 words
1990,1,MolSentence with 42 words
1991,1,MolSentence with 20 words
1992,1,MolSentence with 56 words
1993,1,MolSentence with 34 words
1994,1,MolSentence with 58 words
1995,1,MolSentence with 42 words
1996,1,MolSentence with 56 words
1997,1,MolSentence with 46 words
1998,1,MolSentence with 48 words
1999,1,MolSentence with 56 words
2000,1,MolSentence with 40 words
2001,1,MolSentence with 28 words
2002,1,MolSentence with 46 words
2003,1,MolSentence with 38 words
2004,1,MolSentence with 44 words
2005,1,MolSentence with 32 words
2006,1,MolSentence with 46 words
2007,1,MolSentence with 56 words
2008,1,MolSentence with 40 words
2009,1,MolSentence with 34 words
2010,1,MolSentence with 44 words
2011,1,MolSentence with 66 words
2012,1,MolSentence with 40 words
2013,1,MolSentence with 40 words
2014,1,MolSentence with 30 words
2015,1,MolSentence with 56 words
2016,1,MolSentence with 34 words
2017,1,MolSentence with 30 words
2018,1,MolSentence with 38 words
2019,1,MolSentence with 46 words
2020,1,MolSentence with 44 words
2021,1,MolSentence with 62 words
2022,1,MolSentence with 68 words
2023,1,MolSentence with 76 words
2024,1,MolSentence with 28 words
2025,1,MolSentence with 48 words
2026,1,MolSentence with 50 words
2027,1,MolSentence with 56 words
2028,1,MolSentence with 20 words
2029,1,MolSentence with 56 words
2030,1,MolSentence with 44 words
2031,1,MolSentence with 58 words
2032,1,MolSentence with 22 words
2033,1,MolSentence with 20 words
2034,1,MolSentence with 42 words
2035,1,MolSentence with 20 words
2036,1,MolSentence with 32 words
2037,1,MolSentence with 32 words
2038,1,MolSentence with 46 words
2039,1,MolSentence with 38 words
2040,1,MolSentence with 46 words
2041,1,MolSentence with 38 words
2042,1,MolSentence with 42 words
2043,1,MolSentence with 38 words
2044,1,MolSentence with 6 words
2045,1,MolSentence with 34 words
2046,1,MolSentence with 54 words
2047,1,MolSentence with 48 words
2048,1,MolSentence with 56 words
2049,1,MolSentence with 42 words
