,sentence,classification,set
1193,2246728737 422715066 3217380708 3124581743 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 4041573576 847961216 600629739 3217380708 4041573576 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2309124039 2246699815 2784506312 864662311 1533864325 864942730 1510328189 3217380708 3120642300 2246728737 422715066,0.0,train
1194,2246728737 3818546315 848128881 1145656637 2246728737 3818546315 2976033787 3693875873 2976033787 2252049393 2976033787 675765711 864662311 266675433 2976033787 872084909 3217380708 2066388440 2246997334 440332323 3217380708 3980805843 3217380708 2424973678 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 3980805843 3217380708 3025587565 3217380708 3337860654 3217380708 153234704 864942730 10565946 2976816164 3785494110 864662311 265892994 3217380708 153234704 864942730 10565946 3217380708 871878897 2246699815 3976484665 847957139 2591432844 864662311 1533864325 3217380708 1250165012 864942730 10565946 864662311 26234434,0.0,train
1195,2246728737 3818546315 848128881 1145656637 2246728737 3818546315 2976033787 3693875873 2976033787 2252049393 2976033787 675765711 864662311 266675433 2976033787 872084909 3217380708 2066388440 2246997334 440332323 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 3980805843 3217380708 3025587565 3217380708 3337860654 3217380708 153234704 864942730 10565946 2976816164 3785494110 864662311 265892994 3217380708 153234704 864942730 10565946 3217380708 871878897 2246699815 3976484665 847957139 2591432844 864662311 1533864325 3217380708 1250165012 864942730 10565946 864662311 26234434,0.0,train
1196,2246728737 3537119515 2245273601 4223817698 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 1369588494 2245384272 781912670 2245273601 2782530898 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 2309124039 3218693969 994485099 2246699815 1070821685 847957139 2591432844 864942730 1510328189,0.0,train
1197,2246728737 3537119515 2245273601 4223817698 2245384272 1583799011 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 1370731475 2245273601 4066943324 2246728737 3537119515 2245273601 3110205660 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070,0.0,train
1198,2246728737 3975275337 864674487 2076190208 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3820826669 2092489639 1390505218 3217380708 3286720230 2246728737 422715066 3217380708 4086265842 2245384272 616374597 2246699815 4278941385 864662311 1533864325 864942730 1510328189 3217380708 3983062349 3218693969 994485099 2246699815 729796064 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070,0.0,train
1199,3218693969 951226070 3218693969 951226070 3217380708 3162837314 3218693969 994485099 3217380708 3983062349 3217380708 3820826669 2092489639 1390505218 3217380708 3286720230 3217380708 4086265842 2245384272 616374597 2246699815 4278941385 864662311 1533864325 864942730 1510328189 2246728737 422715066 2246699815 729796064 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 864942730 1510328189 864674487 2076190208 2246728737 3975275337,1.0,train
1200,3609504524 2246728737 3537119515 2245273601 4050304643 2246728737 3537119515 2114539071 2389112306 2246728737 3681421009 2976033787 114131367 2968968094 2117068077 2968968094 2117068077 2976033787 114131367 2968968094 517457164 2976033787 1486598263 2968968094 517457164 864674487 1979311206 2246699815 4036774035 864942730 1510328189 2245273601 762870563 2245384272 4022716898 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
1201,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3579962709 2245273601 762870563 2246699815 4036774035 864674487 1979311206 2976033787 1486598263 2968968094 517457164 2976033787 114131367 2114539071 2409578187 2976033787 114131367 2968968094 517457164 2968968094 2117068077 2968968094 2117068077 2246728737 3681421009 864942795 1113919922 864942730 1510328189 2245384272 4022716898 864662311 1535166686,1.0,train
1202,3855292234 847957139 1323888424 2976033787 628810978 2968968094 517457164 2976033787 1721149895 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 4269929640,1.0,train
1203,2976816164 3477162954 2976033787 1740632203 2968968094 516041383 2245384272 4203721599 847957139 2592785365 2246699815 4078804981 864942730 1510328189 848128881 3012778962 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 4269929640 3855292234,1.0,train
1204,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 994485099 3217380708 1842898132 2968968094 1276993226 2968968094 2803848648 2092489639 190140222 2968968094 2811394787 2976033787 1786160715 2245384272 172238518 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 3217380708 1184436594 864942730 10565946 2968968094 1824088295 2976033787 2617658656 3217380708 3334525955 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337,1.0,train
1205,3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 1135286194 3218693969 994485099 3217380708 1842898132 3217380708 3334525955 2976033787 2617658656 2092489639 190140222 2968968094 2811394787 2976033787 1786160715 2245384272 172238518 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 3217380708 1184436594 2968968094 1824088295 864942730 10565946 2968968094 2803848648 2968968094 1276993226 864674487 2076190208 2246728737 3975275337,1.0,train
1206,847957139 1083852209 3217380708 4160330003 3217380708 1842114921 2968968094 1276993226 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 3034212252 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349,1.0,train
1207,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3182824521 3217380708 3983062349 3217380708 4160330003 3217380708 3337420400 3217380708 3034212252 2041434490 1101907775 2968968094 1276993226 2968968094 2142032900 2968968094 2117068077 2976033787 1533767736 864662311 266675433 847957139 1083852209,1.0,train
1208,3217380708 2240437263 2976816164 1116101896 2976816164 2924120306 2976033787 2455275232 2092489639 1620258790 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 2968968094 2803848648 2968968094 2119439498 2968968094 1824088295 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 3026394695 3217380708 369315086 3189457552 2697642734 2976033787 3613916939 2976816164 3246071060 864674487 1963389888 2246728737 3975275337 2976033787 2574787838 2968968094 516041383 2245277810 3852169106 2245277810 2119007969 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 864662311 1542631284 2968968094 2119439498 2968968094 2119439498 864662311 26234434,1.0,train
1209,2976816164 1116101896 2976816164 2924120306 2976033787 2455275232 2092489639 1620258790 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 2968968094 2803848648 2968968094 2119439498 2968968094 1824088295 3217380708 1842898132 3217380708 2240437263 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 3189457552 2697642734 2976033787 3613916939 2976816164 3246071060 864674487 1963389888 2246728737 3975275337 2976033787 2574787838 2968968094 516041383 2245277810 1711656516 2246728737 3537123720 2246728737 3537123720 864662311 1542631284 2968968094 2119439498 2968968094 2119439498,1.0,train
1210,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2151829813 1026654305 3888537269 2092489639 3346582092 2245384272 2258847507 2245277810 69470421 882399112 485463469 882399112 485463469 882399112 485463469 3217380708 3796841743 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 3982076256,1.0,train
1211,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2151829813 1026654305 3888537269 2092489639 2975116251 2246728737 3657471097 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
1212,2246728737 3824063894 847961216 717723595 2245384272 787069595 2245384272 1510461303 2245384272 912632640 2976033787 3893870893 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 698893736 3218693969 951239203 3218693969 951239203 3217380708 698893736 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3334525955,1.0,train
1213,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 698893736 3217380708 3334525955 2976033787 4170800875 3217380708 3334525955 3217380708 698893736 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951239203 3218693969 951239203 2246699815 3093061208 847957139 2591432844 864942730 1510328189,1.0,train
1214,2246728737 1858577693 2976033787 2640800466 3189457552 2667063169 2976033787 1845306853 2968968094 517457164 2976033787 1228528465 864662311 266675433 2976033787 675765711 864662311 266675433 864674487 920763749 2976033787 954800030 2976033787 1228528465 864662311 266675433 2968968094 517457164 2976033787 1845306853 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 864674487 920763749 2976033787 954800030 2976033787 1228528465 864662311 266675433 2968968094 517457164 2976033787 1845306853 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 864674487 920763749 2976033787 1486598263 2968968094 2117068077 2968968094 2119439498 2976816164 778974661 2246728737 1861965050 2976033787 2975316496 2968968094 2117068077 2968968094 2117068077 2976033787 1397494279 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 773457308 2246728737 1861965050 2976033787 1636327326 2968968094 2117068077 2968968094 2119439498 2976816164 3177290410 864662311 265892994 3217380708 4250585145 3218693969 994494548 3217380708 3591356197 864942730 10565946 3189457552 1078211001 2968968094 4256629345 2968968094 517457164,0.0,train
1215,2246728737 1858577693 2976033787 2640800466 3189457552 2667063169 2976033787 1845306853 2968968094 517457164 2976033787 1228528465 864662311 266675433 2976033787 675765711 864662311 266675433 864674487 920763749 2976033787 954800030 2976033787 1228528465 864662311 266675433 2968968094 517457164 2976033787 1845306853 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 864674487 920763749 2976033787 954800030 2976033787 1228528465 864662311 266675433 2968968094 517457164 2976033787 1845306853 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 864674487 920763749 2976033787 1486598263 2968968094 2117068077 2968968094 2119439498 2976816164 778974661 2246728737 1861965050 2976033787 2975316496 2968968094 2117068077 2968968094 2117068077 2976033787 1397494279 2976033787 1397494279 2968968094 517457164 2976033787 1226975992 864662311 266675433 2976816164 3995110180 2246728737 1861965050 2976033787 1636327326 2968968094 2117068077 2968968094 2119439498 2976816164 3177290410 864662311 265892994 3217380708 4250585145 3218693969 994494548 3217380708 3591356197 864942730 10565946 3189457552 1078211001 2968968094 4256629345 2968968094 517457164,0.0,train
1216,864662311 26234434 3217380708 3665214933 3217380708 4086265842 2245384272 992462230 3217380708 4086265842 3217380708 3665214933 864662311 26234434 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3631761933 864942730 10565946 3217380708 3631761933 864942730 10565946 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 368713488 3189457552 4197146180,0.0,train
1217,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 4036774035 864942730 1510328189 2245273601 52071157 3217380708 3497668186 3217380708 3665214933 864662311 26234434 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3631761933 864942730 10565946 3217380708 3497668186 3217380708 3665214933 864662311 26234434 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3631761933 864942730 10565946,0.0,train
1218,864942730 10565946 3217380708 2759434019 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2360741695 3218693969 951226070 3218693969 951226070,0.0,train
1219,2246728737 422715066 3217380708 3124581743 3218693969 994485099 3217380708 2759434019 864942730 10565946 3189457552 4197146180 3217380708 368713488 3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 3983062349,0.0,train
1220,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 3908647167 3217380708 4089138501 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 472281497 847957139 1083852209 2041434490 1101907775 3217380708 1445852595 847957139 1083852209 3217380708 3981762496 3217380708 3120642300 2246728737 422715066 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 1136130381 864674487 2076190208 2246728737 3975275337,0.0,train
1221,3218693969 951226070 3217380708 3182824521 3217380708 3981762496 3217380708 3120642300 3217380708 4089138501 3218693969 951226070 2245384272 3908647167 847961216 1868602760 3217380708 3918336191 3218693969 994485099 3217380708 1135286194 3217380708 1136130381 3217380708 1135286194 3218693969 994485099 864674487 2076190208 2246728737 3975275337 864674487 2076190208 2246728737 3975275337 864674487 2076190208 2246728737 3975275337 2246728737 422715066 3217380708 1445852595 2041434490 1101907775 3217380708 472281497 2041434490 1101907775 847957139 1083852209 847957139 1083852209,1.0,train
1222,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 3217380708 2510215966 864942730 10565946 2968968094 3625967751 2041434490 55489393 3217380708 658782932 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3218693969 994485099,1.0,train
1223,3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3796841743 3217380708 3982076256 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 2510215966 2092489639 3346582092 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083,1.0,train
1224,847957139 2591432844 2246699815 2772996357 864942730 1510328189 2976816164 2804033182 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 1167322652 2246699815 1909986973 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2968968094 2803848648 2968968094 2119439498 2092489639 190406487 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648,1.0,train
1225,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 2994748777 2246699815 1909986973 2245384272 1167322652 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 2804033182 2092489639 190406487 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 2968968094 2119439498 2968968094 2803848648 2246699815 2323767245 2245384272 2064788354 2246728737 3542456614 864942730 1510328189 864942730 1510328189 882399112 3337745083,1.0,train
1226,882399112 3337745083 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 3579962709 3218693969 951226070 3218693969 951226070 2245273601 2903607685 2245384272 1583799011 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 2463614838 2968968094 2117068077 2968968094 2803848648 2092489639 932711668 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 2720313463 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3820826669 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070,1.0,train
1227,882399112 3337745083 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 3579962709 3218693969 951226070 3218693969 951226070 2245273601 2903607685 2245384272 1583799011 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 2463614838 2968968094 2117068077 2968968094 2803848648 2092489639 932711668 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 2720313463 3218693969 994485099 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3820826669 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070,1.0,train
1228,2246728737 1861965050 2976816164 1012780892 2968968094 2119439498 2968968094 1276993226 3217380708 3833608434 864942730 10565946 3218693969 994494548 3217380708 3327625720 2968968094 1276993226 2968968094 2117068077 2976033787 1421345390 2976033787 1397494279 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 864662311 265892994 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686 2976816164 773457308 2246728737 1861965050 2968968094 1910766508 3217380708 1184436594 864942730 10565946 2976033787 2546820253,0.0,train
1229,2976816164 773457308 2976033787 1397494279 2976033787 1421345390 2976033787 2546820253 2976816164 1012780892 3217380708 3327625720 3218693969 994494548 3217380708 3833608434 864942730 10565946 2968968094 1276993226 2968968094 2119439498 2968968094 1276993226 2968968094 2117068077 2246728737 1861965050 3217380708 1184436594 2968968094 1910766508 864942730 10565946 2968968094 2117068077 2968968094 2119439498 2976816164 809080546 2246699815 2323767245 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 864942730 1510328189 864662311 265892994 2246728737 1861965050,1.0,train
1230,2246728737 3824063894 847961216 828793177 2246699815 1399127774 864942730 1510328189 864674487 2077658817 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3796841743 2092489639 228862830 2246728737 3657471097 2976033787 1502219521 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2976816164 1012780892 2246728737 1861965050 3217380708 2238101436 3218693969 994485099,1.0,train
1231,2976816164 1012780892 3217380708 2238101436 3217380708 3796841743 2092489639 228862830 2246728737 3657471097 2976033787 1502219521 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 3218693969 951226070 3218693969 951226070 3217380708 3162837314 3218693969 994485099 864674487 2077658817 2246699815 1399127774 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 2246728737 1861965050,1.0,train
1232,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 3217380708 610814047 2041434490 1090571167 3217380708 3183395256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 4142616092 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256,1.0,train
1233,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 610814047 2041434490 1090571167 3217380708 3183395256 3217380708 1842898132 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 994485099 882399112 3337745083 2968968094 4142616092 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2803848648,1.0,train
1234,3737048253 2246728737 422715066 3217380708 141157017 3351556771 1791271074 3217380708 3461354471 1026928756 1271691605 2245384272 864365306 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 2251883808 2092489639 2530048747 3218693969 540046244 2041434490 3457964313 2041434490 136366266 2041434490 222023415 3217380708 3925172229 864942730 10565946 2246699815 4037090848 864942795 1510323402 864942730 1510328189 2041434490 3458774156 2041434490 3458774156,0.0,train
1235,864662311 1533864325 2246699815 2784506312 864942730 1510328189 3217380708 4194974166 3217380708 2739805032 2968968094 4008506203 3351556771 1073159142 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 2251883808 2092489639 2530048747 3218693969 540046244 2041434490 3457964313 2041434490 136366266 2041434490 222023415 3217380708 3925172229 864942730 10565946 2092489639 932734850 2245384272 864365306 1026928756 1271691605 3217380708 3461354471 3351556771 1792562719 3218693969 4179862704 2041434490 3457964313 2041434490 3458774156,0.0,train
1236,847957139 2599973650 2245273601 3005981942 2245384272 1506997381 2246703798 535847852 2246997334 3696402029 3217380708 3491109101 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 36538691 2041434490 3460898310 3189457552 3376021752 3217380708 368713488 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
1237,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 3491109101 3218693969 951226070 2245273601 3005981942 2245384272 1506997381 2246703798 535847852 2246997334 3696402029 847957139 2599973650 3217380708 36538691 3217380708 3983062349 3217380708 368713488 3189457552 3376021752 2041434490 3460898310 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
1238,2246728737 3975275337 864674487 1963389888 2976816164 2871146062 847961216 1693589848 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 3988861584 3351556771 1792562719 3218693969 203749390 3218693969 98513984 3218693969 951226070 2976033787 2946958508 3351556771 1073159142 2968968094 4008506203 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 3217380708 3974650111 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189 2245384272 2835079913 864674487 2222715027 2246699815 1349051879 847957139 2591432844 864942730 1510328189,1.0,train
1239,2246728737 3545365497 2246699815 2664995851 864942730 1510328189 864674487 2222715027 2245384272 2835079913 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 3988861584 3351556771 1792562719 3218693969 203749390 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,0.0,train
1240,3217380708 3980805843 3217380708 3982076256 3217380708 3334525955 2976033787 945676240 847961216 1693331843 2246699815 411967733 2246728737 3545365497 864942730 1510328189 2968968094 2117068077 2968968094 1276993226 3217380708 1842898132 3218693969 994485099 3217380708 1135286194 3217380708 1136130381 3217380708 1136130381 864674487 2076190208 2246728737 3975275337 864674487 2076190208 2246728737 3975275337 864674487 2076190208 2246728737 3975275337 3218693969 994485099 3217380708 3628883864 864942730 10565946 3217380708 1135286194 3218693969 951226070 3218693969 951226070 864674487 2076190208 2246728737 3975275337,1.0,train
1241,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 3982076256 3217380708 3334525955 3218693969 994485099 3217380708 3628883864 864942730 10565946 2976033787 945676240 2968968094 2117068077 2968968094 1276993226 3217380708 1842898132 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 1136130381 864674487 2076190208 2246728737 3975275337 3217380708 1136130381 864674487 2076190208 2246728737 3975275337 3217380708 3980805843 847961216 1693331843 2246699815 411967733 2246728737 3545365497 864942730 1510328189,0.0,train
1242,2092489639 1634606847 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 787069595 847961216 1868602760 3217380708 3594646603 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3218693969 994485099 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648,1.0,train
1243,2968968094 2142032900 2968968094 2803848648 2092489639 1634606847 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3162837314 3218693969 994485099 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 787069595 847961216 1868602760 3217380708 3594646603 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
1244,3217380708 2720313463 3217380708 3182824521 2041434490 1101907775 3217380708 2542264270 2132511834 2296565457 847961216 1790668568 2246699815 1399127774 864674487 2154935424 2246728737 3975275337 864942730 1510328189 3218693969 994485099 3217380708 1078276907 1026928756 1271691605 2245384272 4120224926 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070,1.0,train
1245,2246728737 3542456614 2245384272 1173125914 2245384272 4120224926 1026928756 1271691605 3217380708 1078276907 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 2542264270 847961216 1790668568 2246699815 1399127774 864942730 1510328189 864674487 2154935424 2246728737 3975275337 2132511834 2296565457 3217380708 2720313463 3218693969 994485099,1.0,train
1246,864942795 2378775366 848127915 271903915 3217380708 698759429 3218693969 69887201 3218693969 4196661495 2041434490 612622329 2976033787 3707577421 847961216 2572035617 2245384272 787069595 2245384272 4120224926 1026928756 205323193 2245384272 864365306 3217380708 2697110228 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 864942730 2378779377,1.0,train
1247,864942795 2378775366 848127915 271903915 3217380708 698759429 3218693969 69887201 3218693969 4196661495 2041434490 612622329 2976033787 3707577421 847961216 2572035617 2245384272 787069595 2245384272 4120224926 1026928756 205323193 2245384272 864365306 3217380708 2687950697 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 4239037249 3612926680 3632350815 864942730 2378779377,1.0,train
1248,2092489639 1634606847 2245384272 2089117413 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 787069595 847961216 1868602760 3217380708 3565163784 3189457552 4197146180 3217380708 368713488 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3218693969 951226070 3218693969 98513984 3218693969 951226070 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648,1.0,train
